Psi;Rr2;Rl2;(Rr2-Rl2)/(Rr2+Rl2);(Rr2+Rl2)/2;ncount=259890, Energy=9.0
0.0 ; 1.9057917185577048E23 ; 1.7902755022045077E23 ; 0.031253819114625034 ; 1.8480336103811063E23
1.0 ; 1.9061625795928835E23 ; 1.7907165344588034E23 ; 0.031227974075558603 ; 1.8484395570258434E23
2.0 ; 1.9072750888023362E23 ; 1.7920395565701405E23 ; 0.031150508480360103 ; 1.8496573226862386E23
3.0 ; 1.909129162922888E23 ; 1.794244483166963E23 ; 0.031021628043722826 ; 1.8516868230449258E23
4.0 ; 1.9117246561812322E23 ; 1.797331163602298E23 ; 0.030841674576256597 ; 1.854527909891765E23
5.0 ; 1.9150613498948093E23 ; 1.801299369543917E23 ; 0.030611124414228946 ; 1.858180359719363E23
6.0 ; 1.9191389379396827E23 ; 1.8061487776436918E23 ; 0.030330586231860152 ; 1.862643857791687E23
7.0 ; 1.9239570083365966E23 ; 1.8118789475173648E23 ; 0.03000079825336236 ; 1.867917977926981E23
8.0 ; 1.9295150207153654E23 ; 1.818489294933193E23 ; 0.029622624850942973 ; 1.8740021578242792E23
9.0 ; 1.9358122806019173E23 ; 1.82597906097732E23 ; 0.029197052587847192 ; 1.8808956707896185E23
10.0 ; 1.9428479094487655E23 ; 1.8343472763750227E23 ; 0.02872518568300551 ; 1.888597592911894E23
11.0 ; 1.9506208118548486E23 ; 1.8435927222776213E23 ; 0.02820824094754034 ; 1.897106767066235E23
12.0 ; 1.959129639413888E23 ; 1.8537138870722075E23 ; 0.027647542210794927 ; 1.906421763243048E23
13.0 ; 1.9683727517360725E23 ; 1.864708919781113E23 ; 0.027044514267792214 ; 1.916540835758593E23
14.0 ; 1.9783481746875336E23 ; 1.8765755801451E23 ; 0.02640067638558322 ; 1.927461877416317E23
15.0 ; 1.9890535565487035E23 ; 1.8893111861292674E23 ; 0.025717635404906514 ; 1.9391823713389854E23
16.0 ; 2.0004861217240736E23 ; 1.9029125585599777E23 ; 0.024997078483665294 ; 1.9516993401420257E23
17.0 ; 2.01264262292918E23 ; 1.917375963848284E23 ; 0.024240765527527172 ; 1.9650092933887322E23
18.0 ; 2.025519291875208E23 ; 1.932697054899873E23 ; 0.023450521356913993 ; 1.9791081733875407E23
19.0 ; 2.0391117887515603E23 ; 1.9488708105483503E23 ; 0.022628227670565004 ; 1.9939912996499555E23
20.0 ; 2.053415151066405E23 ; 1.965891474179299E23 ; 0.02177581484760586 ; 2.0096533126228517E23
21.0 ; 2.0684237418915885E23 ; 1.9837524915863743E23 ; 0.020895253667815264 ; 2.0260881167389814E23
22.0 ; 2.0841311982787014E23 ; 2.002446448981218E23 ; 0.019988546981911305 ; 2.0432888236299595E23
23.0 ; 2.1005303796111363E23 ; 2.0219650108837215E23 ; 0.019057721424882875 ; 2.061247695247429E23
24.0 ; 2.1176133169692168E23 ; 2.042298859156582E23 ; 0.018104819194230324 ; 2.0799560880628994E23
25.0 ; 2.1353711633132126E23 ; 2.063437632958391E23 ; 0.017131889982391214 ; 2.0994043981358018E23
26.0 ; 2.1537941450734243E23 ; 2.0853698703264563E23 ; 0.016140983103838116 ; 2.1195820076999403E23
27.0 ; 2.1728715155112303E23 ; 2.108082951808845E23 ; 0.015134139873938817 ; 2.1404772336600376E23
28.0 ; 2.1925915100382336E23 ; 2.1315630464014005E23 ; 0.014113386290956702 ; 2.162077278219817E23
29.0 ; 2.212941304307586E23 ; 2.155795060672174E23 ; 0.013080726063834423 ; 2.1843681824898803E23
30.0 ; 2.2339069745426976E23 ; 2.1807625906057876E23 ; 0.012038134033055897 ; 2.2073347825742428E23
31.0 ; 2.2554734613943485E23 ; 2.2064478775227323E23 ; 0.010987550014387922 ; 2.2309606694585404E23
32.0 ; 2.277624537007528E23 ; 2.2328317678219828E23 ; 0.009930873099820048 ; 2.2552281524147554E23
33.0 ; 2.3003427756939137E23 ; 2.2598936769871124E23 ; 0.008869956443381495 ; 2.280118226340513E23
34.0 ; 2.323609528852482E23 ; 2.2876115586010453E23 ; 0.007806602539483948 ; 2.3056105437267636E23
35.0 ; 2.3474049037083467E23 ; 2.3159618779242683E23 ; 0.0067425590257926 ; 2.3316833908163075E23
36.0 ; 2.3717077468236275E23 ; 2.3449195911132994E23 ; 0.005679514998962242 ; 2.3583136689684634E23
37.0 ; 2.39649563214495E23 ; 2.374458129842767E23 ; 0.004619097857909518 ; 2.3854768809938586E23
38.0 ; 2.4217448539535756E23 ; 2.404549391780312E23 ; 0.003562870661784277 ; 2.4131471228669438E23
39.0 ; 2.4474304248039155E23 ; 2.4351637370009046E23 ; 0.0025123300025567904 ; 2.44129708090241E23
40.0 ; 2.4735260786910286E23 ; 2.4662699906520722E23 ; 0.0014689043711720213 ; 2.4698980346715504E23
41.0 ; 2.5000042796073584E23 ; 2.4978354520447713E23 ; 4.3395300350500574E-4 ; 2.498919865826065E23
42.0 ; 2.526836235168467E23 ; 2.5298259098796162E23 ; -5.912348156534449E-4 ; 2.5283310725240414E23
43.0 ; 2.5539919161275566E23 ; 2.5622056644509067E23 ; -0.0016054400155557248 ; 2.5580987902892315E23
44.0 ; 2.5814400806339238E23 ; 2.5949375557834297E23 ; -0.002607513612327495 ; 2.5881888182086767E23
45.0 ; 2.609148307466568E23 ; 2.6279830014322716E23 ; -0.0035963761179140354 ; 2.6185656544494198E23
46.0 ; 2.6370830251725853E23 ; 2.6613020323339107E23 ; -0.004571016809548986 ; 2.649192528753248E23
